"18327296","18327551","IN","India","Delhi","New Delhi"
"18327552","18328575","IN","India","West Bengal","Kolkata"
"18328576","18329599","IN","India","Karnataka","Bangalore"
"18329600","18330111","IN","India","Tamil Nadu","Coimbatore"
"18330112","18330623","IN","India","Madhya Pradesh","Indore"
"18330624","18331647","IN","India","Maharashtra","Mumbai"
"18331648","18331903","IN","India","Madhya Pradesh","Indore"
"18331904","18332159","IN","India","Karnataka","Bangalore"
"18332160","18332415","IN","India","Maharashtra","Pune"
"18332416","18332671","IN","India","Tamil Nadu","Chetput"
"18332672","18332927","IN","India","Maharashtra","Pune"
"18332928","18333183","IN","India","Gujarat","Rajkot"
"18333184","18333695","IN","India","Maharashtra","Mumbai"
"18333696","18333951","IN","India","Madhya Pradesh","Indore"
"18333952","18334207","IN","India","Karnataka","Bangalore"
"18334208","18334719","IN","India","Maharashtra","Mumbai"
"18334720","18334975","IN","India","Maharashtra","Pune"
"18334976","18335231","IN","India","Delhi","New Delhi"
"18335232","18335487","IN","India","Tamil Nadu","Chennai"
"18335488","18335743","IN","India","Gujarat","Ahmedabad"
"18335744","18335999","IN","India","Madhya Pradesh","Indore"
"18336000","18336255","IN","India","Delhi","Delhi"
"18336256","18336511","IN","India","Madhya Pradesh","Indore"
"18336512","18336767","IN","India","Delhi","Delhi"
"18336768","18337279","IN","India","Karnataka","Bangalore"
"18337280","18337535","IN","India","Maharashtra","Mumbai"
"18337536","18337791","IN","India","Madhya Pradesh","Indore"
"18337792","18339839","IN","India","Karnataka","Bangalore"
"18339840","18340351","IN","India","Maharashtra","Mumbai"
"18340352","18340607","IN","India","Karnataka","Hoskote"
"18340608","18340863","IN","India","Maharashtra","Mumbai"
"18340864","18341375","IN","India","Karnataka","Bangalore"
"18341376","18341887","IN","India","Delhi","New Delhi"
"18341888","18342399","IN","India","Maharashtra","Pune"
"18342400","18342655","IN","India","Maharashtra","Mumbai"
"18342656","18343423","IN","India","Maharashtra","Pune"
"18343424","18343679","IN","India","Maharashtra","Pimpri"
